time                          relative_error                
0.000000000000000e+00         0.000000000000000e+00         
1.250000000000000e-02         7.175345386685384e-11         
2.500000000000000e-02         1.434341737866351e-10         
3.750000000000001e-02         2.149699098227298e-10         
5.000000000000000e-02         2.862892720507026e-10         
6.250000000000000e-02         3.573223325676572e-10         
7.500000000000001e-02         4.280009351486265e-10         
8.750000000000001e-02         4.982590841500176e-10         
1.000000000000000e-01         5.680333710666174e-10         
1.125000000000000e-01         6.372632424346450e-10         
1.250000000000000e-01         7.058915267948671e-10         
1.375000000000000e-01         7.738644511832553e-10         
1.500000000000000e-01         8.411318199801014e-10         
1.625000000000000e-01         9.076474071032433e-10         
1.750000000000000e-01         9.733692089128788e-10         
1.875000000000000e-01         1.038258979495463e-09         
2.000000000000000e-01         1.102282740764737e-09         
2.125000000000000e-01         1.165410898319319e-09         
2.250000000000000e-01         1.227617545052373e-09         
2.375000000000000e-01         1.288881540096387e-09         
2.500000000000000e-01         1.349185023267526e-09         
2.625000000000000e-01         1.408514592783863e-09         
2.750000000000000e-01         1.466860293502867e-09         
2.875000000000000e-01         1.524215735534859e-09         
3.000000000000000e-01         1.580578467699572e-09         
3.125000000000000e-01         1.635948359382430e-09         
3.250000000000000e-01         1.690329142274412e-09         
3.375000000000000e-01         1.743727139173419e-09         
3.500000000000000e-01         1.796151021531635e-09         
3.625000000000000e-01         1.847612105116199e-09         
3.750000000000000e-01         1.898124104108094e-09         
3.875000000000000e-01         1.947702483041497e-09         
4.000000000000000e-01         1.996364399108459e-09         
4.125000000000000e-01         2.044129077735354e-09         
4.250000000000000e-01         2.091016584747853e-09         
4.375000000000000e-01         2.137048907395595e-09         
4.500000000000000e-01         2.182248912311934e-09         
4.625000000000000e-01         2.226639812950010e-09         
4.750000000000000e-01         2.270246178211085e-09         
4.875000000000000e-01         2.313093501252620e-09         
5.000000000000000e-01         2.355206762057508e-09         
5.125000000000001e-01         2.396612754737771e-09         
5.250000000000000e-01         2.437337300452224e-09         
5.375000000000000e-01         2.477407144312883e-09         
5.500000000000000e-01         2.516849006005606e-09         
5.625000000000000e-01         2.555689364376656e-09         
5.750000000000001e-01         2.593954892323106e-09         
5.875000000000000e-01         2.631672105755471e-09         
6.000000000000001e-01         2.668867955066351e-09         
6.125000000000000e-01         2.705567685805028e-09         
6.250000000000000e-01         2.741797910828312e-09         
6.375000000000001e-01         2.777584153042859e-09         
6.500000000000000e-01         2.812951854952607e-09         
6.625000000000001e-01         2.847925923759078e-09         
6.750000000000000e-01         2.882530638893876e-09         
6.875000000000000e-01         2.916791226701924e-09         
7.000000000000001e-01         2.950730943359614e-09         
7.125000000000000e-01         2.984373132794329e-09         
7.250000000000001e-01         3.017741763025392e-09         
7.375000000000000e-01         3.050858666380528e-09         
7.500000000000000e-01         3.083746868089346e-09         
7.625000000000001e-01         3.116428017048809e-09         
7.750000000000000e-01         3.148923862027640e-09         
7.875000000000001e-01         3.181255226322398e-09         
8.000000000000000e-01         3.213443033221421e-09         
8.125000000000000e-01         3.245507747306326e-09         
